#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;05040;1;9;155357,41;3;21,59333;180;1231;1;118;2;274;0;15
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;05041;1;6;273142,86;3;14,66514;120;169;0;6;3;92;0;14
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;05042;1;6;90780,29;3;20,28970;180;377;0;60;2;82;0;9
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;05043;1;6;205440,16;3;19,86369;180;929;0;79;2;75;0;10
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;20000;1;138;267951,33;4;17,18519;200;549;28;17;6;1881;107;123
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;30000;1;129;377931,39;4;16,44348;200;514;28;33;3;1481;58;93
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;40000;1;121;511709,20;4;16,91092;200;536;25;34;4;1358;47;93
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;50000;1;109;588811,37;4;19,24750;200;369;27;4;2;612;70;82
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;50001;1;102;504986,35;4;17,04606;200;360;4;27;4;589;27;74
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;60000;1;89;616236,73;4;18,56709;200;736;26;34;5;1012;53;108
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;E432;1;153;257144,25;3;15,57752;200;646;35;22;6;1443;119;105
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA80;1;48;67505,46;99;6,94142;48;220;19;0;0;36;220;9
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA81;1;48;66683,40;99;6,94118;48;229;9;0;2;34;229;21
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA82;1;47;66276,13;99;7,11475;48;237;7;0;1;47;223;12
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA83;1;45;65469,04;99;6,63158;48;76;0;0;0;16;53;8
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA84;1;33;64677,78;99;7,31658;36;196;3;0;2;4;125;13
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA86;1;14;109526,45;99;6,94574;48;254;4;0;3;9;130;13
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA87;1;10;101182,59;99;6,93913;48;226;4;0;2;13;116;62
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA88;1;6;74881,15;99;5,68548;48;114;10;0;1;14;77;34
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;MCA89;1;3;61413,99;99;8,41228;48;163;7;1;6;1;75;73
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;S2008;1;144;292190,98;3;17,64266;164;685;31;6;10;1350;277;101
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202411;S2009;1;132;151217,80;3;17,80552;204;730;37;30;4;1964;93;104
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00904;1;153;280059,25;4;9,96115;180;386;12;1;1;250;255;33
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00908;1;149;284773,46;4;10,19598;180;775;18;3;1;488;465;35
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00913;1;136;361227,09;4;13,57313;200;773;25;2;2;653;338;78
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00918;1;126;123928,89;4;12,39626;150;949;44;5;3;750;517;59
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00922;1;120;318958,33;4;9,10382;200;758;35;6;5;486;260;91
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00925;1;119;311549,95;4;7,40374;200;761;31;8;3;376;274;86
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00932;1;112;367268,83;4;11,82215;200;759;37;4;3;597;209;112
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00951;1;95;104794,62;4;8,29975;150;965;29;6;3;519;367;124
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00952;1;95;307055,88;4;9,40770;200;756;31;12;7;435;161;102
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00964;1;89;414951,24;4;5,89159;240;961;22;16;3;379;145;116
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00970;1;88;107204,43;4;5,98710;150;968;14;18;9;416;341;126
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00971;1;88;426647,51;4;5,21180;240;968;18;14;5;252;139;121
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00972;1;88;428191,15;4;5,96795;240;957;26;17;4;419;150;132
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00980;1;87;417737,41;4;5,55175;240;953;29;18;6;304;133;127
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00981;1;87;419282,23;4;5,85814;240;968;19;13;7;370;126;147
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00982;1;87;105052,38;4;6,12962;150;961;25;14;5;379;289;138
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00984;1;87;106275,34;4;6,34317;150;973;21;6;4;368;330;133
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00986;1;87;420818,76;4;6,29825;240;971;8;20;6;326;128;136
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00989;1;87;423108,23;4;7,05221;240;948;22;24;6;473;116;163
SICOOB ADM CONS LTDA.                                       ;16551061;202411;00999;1;80;103536,22;4;10,87371;150;969;18;13;7;642;210;142
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01000;1;79;411881,99;4;10,31355;240;967;12;21;6;572;88;147
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01016;1;75;403880,00;4;10,03127;240;956;17;25;7;591;56;147
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01017;1;75;101682,70;4;10,12533;150;960;21;14;10;673;152;165
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01027;1;72;388323,78;4;9,26869;240;944;32;24;8;542;71;150
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01031;1;68;532264,90;4;8,94447;240;959;13;23;9;506;66;157
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01035;1;70;376091,78;4;9,93722;240;958;21;19;6;703;68;146
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01062;1;65;400246,09;4;9,09835;240;962;21;17;4;534;45;134
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01063;1;65;97924,83;4;8,77900;150;965;20;14;8;507;141;151
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01067;1;60;391514,68;4;7,79888;240;959;12;24;5;425;50;139
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01073;1;60;187963,09;4;8,24243;180;959;17;21;7;543;101;158
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01090;1;44;537289,49;4;8,51210;240;944;10;42;2;639;23;167
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01094;1;60;94961,90;99;8,38226;150;947;20;33;8;530;76;185
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01096;1;60;284254,60;99;8,22368;200;763;14;22;7;377;63;202
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01098;1;60;390486,10;99;7,96492;240;964;11;25;6;433;51;231
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01167;1;48;90438,50;99;8,24537;150;950;19;31;11;554;59;201
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01171;1;44;244576,02;99;8,88720;180;696;12;11;7;653;24;164
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01172;1;48;382547,68;4;7,75207;240;954;15;30;7;457;19;167
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01173;1;48;375335,50;4;7,63740;240;941;12;44;8;408;41;188
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01183;1;24;229068,55;99;8,28763;200;752;7;33;7;269;8;103
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01196;1;48;182235,43;4;7,98839;180;945;14;39;12;500;38;203
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01197;1;48;377888,55;4;7,98149;240;935;15;46;10;436;37;209
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01227;1;42;364280,04;4;7,71835;240;954;28;17;8;471;20;164
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01229;1;42;374175,00;4;7,92297;240;971;12;16;8;495;25;194
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01250;1;42;183672,94;4;8,40901;180;965;10;24;10;469;34;212
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01255;1;30;332496,59;4;7,90836;240;954;10;29;9;397;9;138
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01261;1;30;336222,18;4;7,96328;240;958;9;31;9;434;11;163
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01266;1;36;78864,51;99;8,44443;150;946;18;33;10;374;22;172
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01267;1;36;160758,21;4;8,40341;180;943;6;49;9;477;19;182
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01268;1;30;154895,43;4;8,24589;180;953;4;40;10;387;9;148
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01270;1;36;340594,88;4;7,93720;240;938;10;48;10;460;14;173
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01271;1;36;343311,67;4;8,08938;240;948;9;41;8;469;17;183
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01295;1;30;323323,55;4;8,00388;240;934;15;43;12;388;4;163
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01321;1;24;73214,84;99;8,46085;150;935;5;55;8;400;9;131
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01322;1;22;147449,02;4;8,60301;180;959;1;38;14;286;4;109
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01323;1;24;319745,28;4;7,96263;240;940;5;53;11;355;5;146
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01324;1;24;308600,84;4;7,94549;240;938;7;53;2;341;5;97
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01353;1;24;334065,20;4;8,11761;240;938;5;51;7;362;5;147
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01355;1;18;150392,75;4;8,61705;180;963;2;32;11;275;3;103
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01359;1;18;315704,00;4;8,36712;240;967;5;27;8;316;4;104
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01360;1;18;311346,65;4;8,17372;240;954;7;36;11;231;0;93
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01388;1;57;347424,08;4;8,46287;240;966;11;19;9;551;35;189
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01389;1;18;309047,40;4;8,34267;240;950;5;41;10;301;1;109
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01470;1;12;64795,34;99;9,21256;150;358;2;26;4;102;0;26
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01472;1;12;459669,67;4;8,60310;240;958;1;40;11;166;1;69
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01473;1;12;464426,56;4;8,32671;240;948;4;42;5;190;0;79
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01474;1;12;455415,82;4;8,71100;240;949;5;32;8;202;0;74
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01475;1;12;458644,58;4;8,29111;240;936;5;55;8;167;0;83
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01476;1;12;458532,39;4;8,56766;240;953;5;30;7;136;0;73
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01478;1;12;211320,75;99;8,62409;200;764;0;31;7;171;1;64
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01479;1;12;216710,53;99;8,55194;200;772;1;25;4;136;1;59
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01481;1;12;137026,21;4;8,98861;180;940;1;51;7;229;1;61
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01486;1;5;277615,89;4;10,96854;240;870;1;35;6;35;0;19
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01492;1;7;135015,14;4;9,62008;180;947;0;44;9;91;0;33
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01494;1;7;206412,16;99;9,35743;200;719;0;21;4;95;0;28
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01496;1;7;453329,78;4;9,39755;240;915;0;22;4;86;0;23
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01500;1;7;460630,63;4;9,41191;240;951;1;47;11;133;0;51
SICOOB ADM CONS LTDA.                                       ;16551061;202411;01504;1;5;63793,39;99;9,83333;150;335;0;28;2;27;1;8
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01007;1;156;74942,91;99;26,09292;240;583;88;120;3;3958;138;61
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01008;1;153;264203,28;99;25,85623;240;280;44;29;1;1913;55;37
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01010;1;130;123676,58;99;26,89774;240;346;23;74;2;3809;74;48
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01011;1;115;289088,82;99;27,11626;260;746;43;103;4;7054;46;78
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01012;1;110;64166,28;99;26,79499;240;362;27;60;4;4112;69;69
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01014;1;95;121898,32;99;27,47473;240;465;19;66;5;5508;10;71
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01015;1;98;289975,34;99;27,35162;260;688;35;232;3;6594;49;62
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01016;1;94;61161,44;99;27,38667;240;435;24;81;3;4932;57;70
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01017;1;42;341919,94;99;28,27074;200;368;10;56;1;3432;0;26
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01018;1;39;129270,98;99;28,06834;200;361;5;92;1;2826;1;11
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01019;1;31;422448,83;3;29,46192;200;738;3;102;2;3900;0;18
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01020;1;26;241098,65;99;28,13157;200;782;2;247;2;2851;0;11
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202411;01021;1;11;393244,44;3;28,62631;200;799;0;326;1;1133;0;3
